frame,metric,arm,baseline,n,arm_value,baseline_value,median_diff,mean_diff,p_raw,p_holm
NBI,over_area_ratio,mid_fusion_wide,nbi_only,77,0.3459411808014443,0.31587830593256266,-0.0018639714073128283,0.030062874868881644,0.8489917706799606,1.0
NBI,over_area_ratio,mmd_fusion,nbi_only,77,0.3537554149196027,0.31587830593256266,0.0015434182405119623,0.037877108987040005,0.2163235849751759,1.0
NBI,over_area_ratio,ours,nbi_only,77,0.372062322326544,0.31587830593256266,-0.0014383950807502072,0.056184016393981365,0.41511040459830273,1.0
NBI,residual_px,mid_fusion_wide,nbi_only,77,35.97199214824571,39.831276131496125,-3.9570385422032643,-3.859283983250417,0.0010102381173472353,0.008081904938777883
NBI,residual_px,early_fusion_nbi,nbi_only,77,44.694185596860905,39.831276131496125,2.7059031909376685,4.862909465364777,0.013313729051729247,0.09319610336210474
NBI,residual_px,mmd_fusion_w1e-4,nbi_only,77,36.51445055510655,39.831276131496125,-2.0819508555349984,-3.316825576389575,0.02277166249675665,0.11385831248378325
NBI,residual_px,ours,nbi_only,77,38.191477182681375,39.831276131496125,-2.022495467048955,-1.639798948814758,0.015116830976769472,0.09319610336210474
NBI,residual_px,mid_fusion,nbi_only,77,38.61092501605354,39.831276131496125,-1.508395572589718,-1.220351115442583,0.20340670501862002,0.8136268200744801
NBI,residual_px,mmd_fusion_w0.01,nbi_only,77,38.532907338802374,39.831276131496125,-1.4300543390807476,-1.2983687926937484,0.2967540624839904,0.8902621874519712
NBI,residual_px,mmd_fusion,nbi_only,77,40.19071031131575,39.831276131496125,-0.7995134110455968,0.3594341798196272,0.39224497348975795,0.8902621874519712
NBI,residual_px,mmd_fusion_w1.0,nbi_only,77,40.03502173962276,39.831276131496125,-0.7444141116538248,0.20374560812663167,0.6458674257060324,0.8902621874519712
NBI,dice,ours,early_fusion_nbi,77,0.7965752474353059,0.7574723564994384,0.033779094616572136,0.039102890935867225,1.2251903737829348e-06,6.125951868914674e-06
NBI,bf1,ours,early_fusion_nbi,77,0.19516167009134786,0.13628176284027624,0.04259810056941024,0.05887990725107157,4.2995575674400547e-10,3.0096902972080382e-09
NBI,bf2,ours,early_fusion_nbi,77,0.2588994647171473,0.1893186927758467,0.0639996192146543,0.06958077194130065,8.456190580540596e-10,5.0737143483243575e-09
NBI,bf3,ours,early_fusion_nbi,77,0.31374213311039634,0.2370140583487469,0.07264541105169375,0.07672807476164939,2.466550486292913e-10,2.2198954376636214e-09
NBI,bf5,ours,early_fusion_nbi,77,0.3935834993212334,0.3102443634771539,0.08616413395294187,0.08333913584407937,1.5522729909537024e-10,1.5522729909537024e-09
NBI,nsd3,ours,early_fusion_nbi,77,0.31284140254856385,0.2362303989645771,0.07285370890718532,0.07661100358398669,2.812931173827528e-10,2.2503449390620223e-09
NBI,hd95,ours,early_fusion_nbi,77,65.79622387137877,68.56778288399022,-1.3389547014588103,-2.771559012611436,0.08847637565684377,0.08847637565684377
NBI,residual_area_frac,ours,early_fusion_nbi,77,0.14266062306164906,0.18569154658982057,-0.04006760833527001,-0.043030923528171484,1.1905279172812751e-05,4.7621116691251006e-05
NBI,over_area_ratio,ours,early_fusion_nbi,77,0.372062322326544,0.4515534826459634,-0.006376259304749934,-0.0794911603194194,0.021015341484173142,0.042030682968346285
NBI,residual_px,ours,early_fusion_nbi,77,38.191477182681375,44.694185596860905,-6.140362416141599,-6.502708414179535,5.137546610267333e-05,0.00015412639830802
NBI,dice,oracle_noskip,nbi_only,15,0.7954623493895663,0.7903608305597222,0.009652048349380382,0.005101518829844036,0.33026123046875,
NBI,dice,oracle_skip,nbi_only,15,0.8224297791729999,0.7903608305597222,0.021022876103719,0.03206894861327771,0.02557373046875,
NBI,dice,oracle_skip_shuffled,nbi_only,15,0.787287363575749,0.7903608305597222,-0.011940379937489976,-0.0030734669839730723,0.359130859375,
NBI,dice,pred_noskip,nbi_only,15,0.7864534871454524,0.7903608305597222,0.002416829268137466,-0.003907343414269682,0.846923828125,
NBI,dice,pred_skip,nbi_only,15,0.792882459305962,0.7903608305597222,-0.0002909203370412561,0.0025216287462397086,0.97796630859375,
NBI,dice,pred_skip_shuffled,nbi_only,15,0.781306277050643,0.7903608305597222,-0.016944408416748047,-0.009054553509079029,0.389404296875,
